FR221C1;CA les Portes de l'Essonne;4447;4977;5374;5937;6288
FR222C1;CA Val et Forêt;5505;5775;6028;6305;6449
FR223C1;CC de l'Ouest de la Plaine de France;3589;3783;3948;4279;4496
FR224C1;CA le Parisis;4010;4385;4694;5114;5338
FR304C1;Melun;4123;4208;4294;4308;4294
FR305C1;Meaux;3436;3509;3563;3523;3488
FR306C1;Mantes en Yvelines;4199;4231;4276;4210;4167
FR308C1;Evry;5866;5994;6134;6169;6153
FR309C1;CA du Plateau de Saclay;3261;3563;3729;4020;4218
FR310C1;CA de Seine Essonne;3895;4085;4279;4496;4445
FR311C1;CA du Val d'Irge;4573;4918;5198;5570;5767
FR312C1;CA du Val d'Yerres;4727;4932;5140;5403;5617
FR313C1;CA Sénart - Val de Seine;4869;5271;5574;5843;5950
FR322C1;CA Val de France;11100;10890;10880;10486;10320
FR323C1;CA de la Vallée de Montmorency;5867;6413;6840;7397;7729
FR324C1;Martigues;3033;3323;3472;3791;3913
FR501C1;Argenteuil - Bezons;6930;7239;7534;7804;7979
FR504C1;Cergy-Pontoise;4431;4498;4603;4618;4643
FR505C1;Charleville-Mézières;2891;3050;2991;3038;2906
FR506C1;Colmar;4533;4840;4971;5084;5023
FR512C1;CA des Lacs de l'Essonne;7696;8004;8330;8620;8829
FR518C1;Saint-Quentin en Yvelines;4890;5069;5240;5363;5402
HR001C1;Zagreb;4041;4254;4145;4225;4078
HR002C1;Rijeka;2045;2248;2242;2327;2241
HR003C1;Slavonski Brod;1511;1694;1684;1784;1722
HR004C1;Osijek;1653;1869;1863;2000;1946
HR005C1;Split;2152;2329;2322;2377;2279
HU001C1;Budapest;7521;7650;7803;7724;7621
HU002C1;Miskolc;3181;3059;2864;2612;2347
HU003C1;Nyíregyháza;1646;1913;2009;2108;2060
HU004C1;Pécs;2736;2755;2702;2598;2426
HU005C1;Debrecen;2645;2900;2960;2977;2827
HU006C1;Szeged;3033;3110;3108;3062;2915
HU007C1;Gyõr;2232;2386;2416;2449;2383
HU008C1;Kecskemét;1406;1574;1645;1750;1749
HU009C1;Székesfehérvár;2805;2974;3036;3087;2998
HU010C1;Szombathely;3788;3817;3737;3614;3413
IE001K1;Dublin;4732;4938;4902;5087;5239
IE002C1;Cork;3905;4093;4052;4251;4403
IE003C1;Limerick;4023;4438;4494;4983;5306
IE004C1;Galway;3022;3250;3309;3606;3764
IE005C1;Waterford;2898;3059;3027;3184;3288
IT001C1;Roma;5050;5709;6012;6412;6562
IT002K1;Milano;8405;8717;8800;8724;8632
IT003K1;Napoli;8207;8652;8627;8605;8270
IT004C1;Torino;11480;11755;11743;11631;11435
IT005C1;Palermo;8212;8498;8431;8314;7991
IT006C1;Genova;8171;8635;8770;8924;8869
IT007C1;Firenze;7614;8192;8268;8452;8331
IT008C1;Bari;6204;6664;6642;6764;6519
IT009C1;Bologna;8792;9368;9760;10002;10046
IT010C1;Catania;7206;7733;7835;8054;7890
IT011C1;Venezia;5203;5353;5317;5249;5095
IT012C1;Verona;3867;4078;4097;4139;4086
IT013C1;Cremona;3885;4266;4431;4608;4649
IT014C1;Trento;3108;3568;3663;3851;3903
IT015C1;Trieste;6911;6988;6990;6748;6570
IT016C1;Perugia;1254;1520;1640;1852;1959
IT017C1;Ancona;5014;5685;5842;6218;6212
IT019C1;Pescara;5627;6525;6793;7398;7452
IT020C1;Campobasso;2312;3228;3429;4111;4339
IT021C1;Caserta;4214;4547;4630;4819;4734
IT022C1;Taranto;4806;5344;5401;5679;5524
IT023C1;Potenza;1567;2353;2452;3039;3259
IT024C1;Catanzaro;2021;2286;2324;2442;2418
IT025C1;Reggio di Calabria;3188;3823;3925;4270;4275
IT026C1;Sassari;1517;1800;1843;2006;1999
IT027C1;Cagliari;7666;8268;8089;8171;7975
IT028C1;Padova;4637;5017;5128;5332;5342
IT029C1;Brescia;4237;4414;4517;4523;4505
IT030C1;Modena;3994;4617;4964;5403;5603
IT031C1;Foggia;6188;6750;6693;6842;6515
IT032C1;Salerno;5244;5558;5534;5538;5314
IT033C1;Piacenza;5120;6054;6542;7330;7695
IT034C1;Bolzano;8693;10386;10563;11127;11189
IT035C1;Udine;3338;3656;3755;3964;4034
IT036C1;La Spezia;5650;5950;6027;6217;6200
IT037C1;Lecce;3189;3933;4162;4754;4777
IT038C1;Barletta;7138;7987;8054;8441;8239
IT039C1;Pesaro;5413;6266;6502;7126;7203
IT040C1;Como;5871;6350;6574;6854;6969
IT041C1;Pisa;3101;3862;4156;4926;5117
IT042C1;Treviso;4569;5165;5366;5823;5928
IT043C1;Varese;5496;5892;6054;6257;6339
IT044C1;Busto Arsizio;5188;5885;6191;6691;6903
IT045C1;Asti;5159;5991;6319;7048;7299
IT046C1;Pavia;4705;5234;5441;5769;5894
IT047C1;Massa;3369;4063;4331;4972;5155
IT048C1;Cosenza;8403;9799;10018;10712;10687
IT049C1;Carrara;3853;4330;4472;4809;4852
IT050C1;Benevento;2367;2842;2997;3536;3627
IT051C1;Sanremo;3857;4302;4506;4853;4979
IT052C1;Savona;5888;6410;6616;7010;7097
IT053C1;Vigevano;4864;5549;5808;6290;6469
IT054C1;Matera;4017;6000;6200;7485;8025
IT055C1;Viareggio;3678;4179;4332;4718;4795
IT056C1;Acireale;3693;3925;3973;4053;3960
IT057C1;Avellino;6494;7272;7508;7997;7922
IT058C1;Pordenone;3744;4025;4145;4311;4343
IT059C1;Biella;4854;5286;5440;5739;5842
IT060C1;Lecco;4562;4960;5137;5382;5479
IT501C1;Messina;4000;4359;4440;4658;4585
IT502C1;Prato;5828;6736;7004;7649;7753
IT503C1;Parma;3948;4724;5103;5768;6051
IT504C1;Livorno;7177;8308;8641;9438;9564
IT505C1;Reggio nell'Emilia;3739;4524;4912;5603;5897
IT506C1;Ravenna;2121;2621;2899;3424;3653
IT507C1;Ferrara;3729;4601;5067;5873;6256
IT508C1;Rimini;4477;5332;5790;6525;6882
IT509C1;Siracusa;2886;3267;3395;3740;3745
IT511C1;Bergamo;5419;5684;5783;5848;5846
IT512C1;Forlì;4003;4880;5317;6100;6441
IT513C1;Latina;3919;4538;4855;5290;5455
IT514C1;Vicenza;3992;4469;4614;4969;5042
IT515C1;Terni;5557;6517;6812;7368;7557
IT516C1;Novara;5364;6108;6405;6986;7198
LT001C1;Vilnius;2574;2427;2102;2075;2035
LT002C1;Kaunas;3538;3318;2852;2822;2786
LT003C1;Panevežys;3664;3461;2990;2975;2944
LT004C1;Alytus;3702;3457;2941;2867;2779
LT501C1;Klaipeda;4848;4516;3856;3753;3654
